method,seed,endurance_min,mission_time_min,energy_Wh,completed,mean_comp_time,final_soc,fuel_used_Wh,fuel_remaining_Wh,mean_wind,max_wind
aemcf_nowind,12,124.25,38.68333333333333,241.33958857919876,True,0.0014967618478868678,0.19994689840996363,249.95835200898853,0.041647991011473096,3.102010219641464,9.592197729778947
baseline_fixed,13,107.95,37.65,210.31954925343385,True,,0.1999865923769193,194.75294762926788,55.24705237073212,3.064639255631137,10.091348059358419
baseline_offline,13,123.4,37.65,239.73248675342785,True,,0.21209532765849035,250.0114811458921,-0.01148114589210536,3.0303231573215723,10.091348059358419
aemcf,13,124.31666666666666,38.1,241.3207934146577,True,0.0015346737051884023,0.19995528652982802,249.98239446992577,0.01760553007423482,3.0391243139062833,10.091348059358419
aemcf_nowind,13,124.26666666666667,38.68333333333333,241.3713177458654,True,0.0014937808794262396,0.1999067986695061,250.0053947023305,-0.005394702330505652,3.037249433559105,10.091348059358419
baseline_fixed,14,107.95,38.13333333333333,210.32418313026972,True,,0.1999700676659788,194.75822246186337,55.24177753813663,3.3288142557094726,10.552220078769079
baseline_offline,14,123.4,38.13333333333333,239.73712063026372,True,,0.212081064429446,250.0189576033371,-0.018957603337099727,3.2986728923285336,12.512513944635366
aemcf,14,123.96666666666667,39.0,241.34737860301982,True,0.001470689257192524,0.19995439991503908,249.9889889889458,0.011011011054193887,3.2998318111321083,12.512513944635366
aemcf_nowind,14,124.25,38.68333333333333,241.33958857919876,True,0.0015137019773313843,0.19999455596653049,249.96993085705566,0.03006914294434182,3.296231311296232,12.512513944635366
baseline_fixed,15,107.95,38.63333333333333,210.31839915946608,True,,0.1999906936879905,194.7494825006961,55.250517499303896,3.1409164892557695,10.325406308617124
baseline_offline,15,123.4,38.63333333333333,239.73133665946008,True,,0.21209886768647876,250.00465810004388,-0.004658100043883451,3.128712751524744,10.325406308617124
aemcf,15,123.68333333333334,39.53333333333333,241.3892263152288,True,0.0015536888110763128,0.19989796838595814,249.98219005681716,0.017809943182840016,3.130972219127549,10.325406308617124
aemcf_nowind,15,124.25,38.68333333333333,241.33958857919876,True,0.0015720175274307317,0.1999717291050574,249.96665175479038,0.03334824520962343,3.1295339970462175,10.325406308617124
baseline_fixed,16,107.95,39.93333333333333,210.31750622903405,True,,0.19999387793690426,194.74918986248542,55.25081013751458,3.1415473735283306,9.674033298356957
baseline_offline,16,123.4,39.93333333333333,239.73044372902805,True,,0.21210161615643594,250.0048708329907,-0.004870832990690133,3.134156347754391,9.674033298356957
aemcf,16,123.71666666666667,40.9,241.36215368129427,True,0.001545452364676163,0.199966389931808,249.96664203000722,0.03335796999277818,3.1393593054699878,9.674033298356957
aemcf_nowind,16,124.25,38.68333333333333,241.33958857919876,True,0.001542933305567454,0.19997166315224243,249.96682175434043,0.03317824565957039,3.1375858387176985,9.674033298356957
baseline_fixed,17,107.95,38.46666666666667,210.3187761678188,True,,0.1999893492512963,194.75091254658943,55.24908745341057,3.182290714728579,10.255331582922846
baseline_offline,17,123.4,38.46666666666667,239.7317136678128,True,,0.2120977072420643,250.00772711863226,-0.007727118632260499,3.156680545943892,10.255331582922846
aemcf,17,123.15,39.03333333333333,241.42258280763178,True,0.0014670997911767063,0.1999001781631698,249.98364682546494,0.01635317453505536,3.1585107280556017,10.255331582922846
aemcf_nowind,17,124.26666666666667,38.68333333333333,241.3713177458654,True,0.001533393760997477,0.19993290279238668,250.0142387513879,-0.01423875138789299,3.1601053135663424,10.255331582922846
baseline_fixed,18,107.96666666666667,38.733333333333334,210.34622785549982,True,,0.1998914547194015,194.77502789035933,55.224972109640674,3.239845013623114,10.315127010815875
baseline_offline,18,123.41666666666667,38.733333333333334,239.75916535549382,True,,0.21201321002236176,250.03266699274633,-0.03266699274632856,3.1957160939208693,10.315127010815875
aemcf,18,124.41666666666667,39.65,241.3091279535467,True,0.0016147122171467825,0.19999505439794926,249.97162000399075,0.028379996009249453,3.192601935118105,10.315127010815875
aemcf_nowind,18,124.25,38.68333333333333,241.33958857919876,True,0.0016614929450037652,0.19997706015540972,249.96822809341123,0.031771906588772936,3.1943271119646335,10.315127010815875
baseline_fixed,19,107.96666666666667,38.7,210.34364505934255,True,,0.19990066514113292,194.77497633593075,55.225023664069255,3.274772788422548,11.725660701229891
