method,seed,endurance_min,mission_time_min,energy_Wh,completed,mean_comp_time,final_soc,fuel_used_Wh,fuel_remaining_Wh,mean_wind,max_wind
aemcf_nowind,41,124.26666666666667,38.68333333333333,241.3713177458654,True,0.0017876235836903661,0.199908886774189,250.02537369712198,-0.02537369712197801,1.9883565105174004,6.809279961871195
baseline_fixed,42,107.96666666666667,40.233333333333334,210.3429008808792,True,,0.19990331893069835,194.77342728172587,55.22657271827413,2.175939350514356,6.924963454509828
baseline_offline,42,123.41666666666667,40.233333333333334,239.7558383808732,True,,0.21202345056235075,250.0321389579109,-0.032138957910888166,2.1219268670539586,6.924963454509828
aemcf,42,124.48333333333333,40.78333333333333,241.3026631442113,True,0.0017276764238854402,0.1999810353882359,249.95443052356813,0.04556947643186504,2.1203823131470734,6.924963454509828
aemcf_nowind,42,124.25,38.68333333333333,241.33958857919876,True,0.00184050507485019,0.1999755256521237,249.9855391250444,0.014460874955602776,2.122034625808487,6.924963454509828
baseline_fixed,43,107.95,39.0,210.3168168585871,True,,0.19999633627745905,194.74991100786818,55.25008899213182,1.9573282193985466,6.4509666821731075
baseline_offline,43,123.4,39.0,239.72975435858112,True,,0.21210373806190116,250.00694436500936,-0.006944365009360354,1.9533353635467219,6.4509666821731075
aemcf,43,125.1,39.21666666666667,241.2732939581578,True,0.0017570383694376994,0.19993039325273487,249.98123058938646,0.01876941061354387,1.9583855094309595,6.4509666821731075
aemcf_nowind,43,124.26666666666667,38.68333333333333,241.3713177458654,True,0.0017667733138413487,0.19992654912226274,250.03136689595337,-0.03136689595336861,1.9543582887359332,6.4509666821731075
baseline_fixed,44,107.96666666666667,37.65,210.33607037316438,True,,0.19992767697247438,194.76944982488197,55.230550175118026,1.996568197040674,5.953087765744128
baseline_offline,44,123.41666666666667,37.65,239.7490078731584,True,,0.21204447509525606,250.03003636930495,-0.030036369304951904,2.003901000223667,5.953087765744128
aemcf,44,123.61666666666666,37.916666666666664,241.37014754607864,True,0.0018198506534985125,0.19998422066598529,249.9666327126482,0.03336728735180827,2.0031542470361927,5.953087765744128
aemcf_nowind,44,124.25,38.68333333333333,241.33958857919876,True,0.0017540786634472145,0.19990556508519386,249.96960807046275,0.030391929537245232,2.0010486605008415,5.953087765744128
baseline_fixed,45,107.96666666666667,37.68333333333333,210.33666181497588,True,,0.19992556785189952,194.77016904336648,55.22983095663352,1.920186722073708,6.015017532918733
baseline_offline,45,123.41666666666667,37.68333333333333,239.7495993149699,True,,0.21204265461743046,250.0309817003247,-0.030981700324701933,1.9283326209463234,6.015017532918733
aemcf,45,123.63333333333334,37.86666666666667,241.37468993443838,True,0.0016933311942568306,0.19998243240212168,249.97360535418866,0.02639464581133666,1.9292458221332924,6.015017532918733
aemcf_nowind,45,124.25,38.68333333333333,241.33958857919876,True,0.001733474976660285,0.19999765747335527,249.99033051513422,0.009669484865781897,1.92981405237149,6.015017532918733
baseline_fixed,46,107.96666666666667,38.233333333333334,210.34420551001432,True,,0.19989866653701216,194.77420465336562,55.225795346634385,1.9240862983663294,5.980099937157586
baseline_offline,46,123.41666666666667,38.233333333333334,239.75714301000832,True,,0.21201943486990962,250.0328135995496,-0.03281359954959839,1.9410591887628492,5.980099937157586
aemcf,46,124.18333333333334,38.5,241.36265839631903,True,0.0016715784329611309,0.19996404440723856,250.00901577476594,-0.009015774765941842,1.9385074387220746,5.980099937157586
aemcf_nowind,46,124.26666666666667,38.68333333333333,241.3713177458654,True,0.001596244513681013,0.1999202583121239,250.00703931721733,-0.0070393172173339735,1.9380034691310444,5.980099937157586
baseline_fixed,47,107.96666666666667,39.71666666666667,210.34419243104517,True,,0.19989871317747798,194.77234450664403,55.22765549335597,1.9402301586673136,6.3351150231261855
baseline_offline,47,123.41666666666667,39.71666666666667,239.75712993103917,True,,0.2120194751274195,250.02840506643057,-0.028405066430565284,1.9290706493310918,6.3351150231261855
aemcf,47,125.31666666666666,40.03333333333333,241.2812844971632,True,0.0016883861994945897,0.1999721423501564,250.01347520552892,-0.013475205528919787,1.9313833797299234,6.3351150231261855
aemcf_nowind,47,124.26666666666667,38.68333333333333,241.3713177458654,True,0.001624596100992208,0.19995063013006906,250.01502139298654,-0.01502139298654015,1.9337816330164812,6.3351150231261855
baseline_fixed,48,107.96666666666667,39.25,210.3454958448468,True,,0.19989406511775076,194.77664355298637,55.22335644701363,1.8665857031100097,6.240348483306415
baseline_offline,48,123.4,39.25,239.72670417817412,True,,0.21211312661997184,250.0040776485564,-0.004077648556403801,1.8818148747808865,7.426156026863682
aemcf,48,125.15,39.7,241.2680908064156,True,0.0016148406815824697,0.1999727470072706,249.98562753226372,0.01437246773627976,1.8731640304799453,7.426156026863682
aemcf_nowind,48,124.26666666666667,38.68333333333333,241.3713177458654,True,0.0015932865481487193,0.1999406034644187,250.01252445817417,-0.012524458174169695,1.8766642856056213,7.426156026863682
baseline_fixed,49,107.96666666666667,39.03333333333333,210.3455203939464,True,,0.19989397757404015,194.77627270859315,55.223727291406846,2.0361511952714233,6.046423405089984
baseline_offline,49,123.4,39.03333333333333,239.72672872727375,True,,0.2121130510570174,250.0032584062361,-0.003258406236113842,2.006005861066037,6.046423405089984
aemcf,49,125.28333333333333,39.53333333333333,241.2832993063489,True,0.0016131279124655968,0.1999112764626227,250.0079457945362,-0.007945794536198036,1.997427595374353,6.046423405089984
aemcf_nowind,49,124.25,38.68333333333333,241.33958857919876,True,0.00156040477813523,0.19997026153419736,249.96239235552358,0.03760764447642373,1.9977915109548523,6.046423405089984
